leading_item_id,following_item_id,value
UXSPKBJR,ANWUJOKX,149103
BEZYMBBT,DEWLVASR,491118
BEZYMBBT,UXSPKBJR,588823
BEZYMBBT,QVLMOEYE,915400
BEZYMBBT,XUOIQPFL,2399385
BEZYMBBT,OKMBFVKS,1820838
BEZYMBBT,APQGTRMF,191628
BEZYMBBT,AANGBULD,483660
EVBVXETX,NZKBIBNU,385827
EVBVXETX,FQCLOEXA,1980374
EVBVXETX,XIFHSOWQ,247995
JPBRUTWP,DEWLVASR,498316
JPBRUTWP,QVLMOEYE,949846
JPBRUTWP,LSOIUSXD,306990
JPBRUTWP,XUOIQPFL,2346027
JPBRUTWP,OKMBFVKS,1799563
JPBRUTWP,OGAFEHLU,144259
JPBRUTWP,SDWAYPIK,5117782
JPBRUTWP,UIFPPCLR,203982
JPBRUTWP,UGEQLMXM,316495
LTOYKIML,LSOIUSXD,302227
LTOYKIML,FWUCPMMW,178911
QVLMOEYE,RAWUKQMJ,3702282
QVLMOEYE,ZGJXVMNI,2251334
QVLMOEYE,BTMOEMEP,12053852
QVLMOEYE,UXSPKBJR,574795
QVLMOEYE,BEZYMBBT,2518482
QVLMOEYE,JPBRUTWP,4728166
QVLMOEYE,OXKURKXR,241075
QVLMOEYE,DBWLZWNK,290397
QVLMOEYE,OKMBFVKS,1884296
QVLMOEYE,SDWAYPIK,5206893
QVLMOEYE,UIFPPCLR,202520
QVLMOEYE,APQGTRMF,194250
QVLMOEYE,BUZIIBYG,17393357
QVLMOEYE,ANWUJOKX,150481
QVLMOEYE,GMBFCMIU,150678
ZXERAXWP,ELQGMQWE,601260
LSOIUSXD,JPBRUTWP,4716048
LSOIUSXD,LTOYKIML,548006
LSOIUSXD,FWUCPMMW,220960
LSOIUSXD,BLANHGYY,202333
XUOIQPFL,DEWLVASR,499293
XUOIQPFL,LRVGFDFM,3811919
XUOIQPFL,BTMOEMEP,12538025
XUOIQPFL,BEZYMBBT,2513866
XUOIQPFL,JPBRUTWP,4624639
XUOIQPFL,WBLJNPZQ,312346
XUOIQPFL,OKMBFVKS,1864388
XUOIQPFL,OGAFEHLU,150625
XUOIQPFL,SDWAYPIK,5172697
XUOIQPFL,UGEQLMXM,328238
WBLJNPZQ,ZGJXVMNI,2257379
WBLJNPZQ,LRVGFDFM,3768602
WBLJNPZQ,XUOIQPFL,2449819
WBLJNPZQ,OKMBFVKS,1792742
WBLJNPZQ,SDWAYPIK,5182227
OXKURKXR,UXSPKBJR,590813
OXKURKXR,QVLMOEYE,952763
OXKURKXR,UGEQLMXM,317607
AXULOHBQ,FQCLOEXA,1893791
AXULOHBQ,BLANHGYY,117496
DBWLZWNK,DEWLVASR,492955
DBWLZWNK,QVLMOEYE,964229
DBWLZWNK,SDWAYPIK,5174296
DBWLZWNK,UIFPPCLR,223931
DBWLZWNK,ANWUJOKX,148660
NZKBIBNU,EVBVXETX,5229342
NZKBIBNU,FQCLOEXA,2017914
NZKBIBNU,XIFHSOWQ,260632
NZKBIBNU,BUZIIBYG,17172027
OKMBFVKS,RAWUKQMJ,3737955
OKMBFVKS,LRVGFDFM,3872173
OKMBFVKS,BEZYMBBT,2445964
OKMBFVKS,JPBRUTWP,4674391
OKMBFVKS,QVLMOEYE,948328
OKMBFVKS,XUOIQPFL,2379197
OKMBFVKS,WBLJNPZQ,300808
OKMBFVKS,OGAFEHLU,152092
OKMBFVKS,SDWAYPIK,5095381
OKMBFVKS,UIFPPCLR,205742
OKMBFVKS,BUZIIBYG,17426766
OKMBFVKS,GMBFCMIU,152017
VUAFAIYJ,LRVGFDFM,3893290
VUAFAIYJ,AANGBULD,430726
CCLHWFWF,LRVGFDFM,3785054
OGAFEHLU,DEWLVASR,487160
OGAFEHLU,ZGJXVMNI,2107367
OGAFEHLU,LRVGFDFM,3569325
OGAFEHLU,BTMOEMEP,12518003
OGAFEHLU,JPBRUTWP,4447150
OGAFEHLU,XUOIQPFL,2192067
OGAFEHLU,OKMBFVKS,1663931
OGAFEHLU,SDWAYPIK,5005283
OGAFEHLU,UGEQLMXM,321573
SDWAYPIK,ZGJXVMNI,2204081
SDWAYPIK,LRVGFDFM,3754342
SDWAYPIK,BTMOEMEP,12897348
SDWAYPIK,JPBRUTWP,4737899
SDWAYPIK,QVLMOEYE,922891
SDWAYPIK,XUOIQPFL,2393969
SDWAYPIK,WBLJNPZQ,293994
SDWAYPIK,DBWLZWNK,286120
SDWAYPIK,OKMBFVKS,1771435
SDWAYPIK,OGAFEHLU,142523
SDWAYPIK,UIFPPCLR,207587
SDWAYPIK,APQGTRMF,190581
SDWAYPIK,UGEQLMXM,310774
UIFPPCLR,JPBRUTWP,4747374
UIFPPCLR,QVLMOEYE,936050
UIFPPCLR,DBWLZWNK,298506
UIFPPCLR,OKMBFVKS,1788851
UIFPPCLR,SDWAYPIK,5186461
UIFPPCLR,UGEQLMXM,316780
UIFPPCLR,QSDCUCLB,152864
KEUWZRKO,FQCLOEXA,1905784
KEUWZRKO,PLMZALFA,150672
FQCLOEXA,EVBVXETX,5284530
FQCLOEXA,AXULOHBQ,256265
FQCLOEXA,NZKBIBNU,385536
FQCLOEXA,KEUWZRKO,457280
FQCLOEXA,AANGBULD,464776
FQCLOEXA,PLMZALFA,150415
APQGTRMF,BEZYMBBT,2691460
APQGTRMF,QVLMOEYE,955355
APQGTRMF,SDWAYPIK,5192551
APQGTRMF,KJNSOAHR,13049837
ZCELVYQU,FITUEHWN,240894
KAGJCHMR,ZGJXVMNI,2194162
KJNSOAHR,APQGTRMF,260817
VBYCLTYZ,GYHKIVQT,14680311
VBYCLTYZ,ROACSLMG,2317494
GYHKIVQT,VBYCLTYZ,551791
GYHKIVQT,VMAQSTJE,219974
GYHKIVQT,KFQSHBNH,10027601
GYHKIVQT,RJCAXSGH,4947248
ROACSLMG,VBYCLTYZ,535561
VMAQSTJE,GYHKIVQT,13857092
XIFHSOWQ,EVBVXETX,5476200
XIFHSOWQ,NZKBIBNU,382344
XIFHSOWQ,TANNMIMB,152738
FITUEHWN,ZCELVYQU,234862
FITUEHWN,HCDTGMST,226982
UGEQLMXM,JPBRUTWP,4689570
UGEQLMXM,XUOIQPFL,2357730
UGEQLMXM,OXKURKXR,245684
UGEQLMXM,OGAFEHLU,155512
UGEQLMXM,SDWAYPIK,5160769
UGEQLMXM,UIFPPCLR,212077
UGEQLMXM,QSDCUCLB,153431
BUZIIBYG,QVLMOEYE,958914
BUZIIBYG,NZKBIBNU,377238
BUZIIBYG,OKMBFVKS,1810283
BUZIIBYG,GMBFCMIU,145017
JBVHSUWY,JSLXRQOK,161047
AANGBULD,BEZYMBBT,2412035
AANGBULD,VUAFAIYJ,775079
AANGBULD,FQCLOEXA,1858672
FWUCPMMW,LTOYKIML,584496
FWUCPMMW,LSOIUSXD,256385
FWUCPMMW,BLANHGYY,85028
IGDVVKUD,XIIEJNEE,240600
FDXPMYGF,GIKPEWTY,151045
QSDCUCLB,UIFPPCLR,218603
QSDCUCLB,UGEQLMXM,326701
YSYHGLQK,BSRMSVTC,383182
HCDTGMST,FITUEHWN,209388
HCDTGMST,TGOELCAG,211924
HCDTGMST,PLMZALFA,150034
JSLXRQOK,JBVHSUWY,392455
XIIEJNEE,IGDVVKUD,222165
BLANHGYY,LSOIUSXD,249026
BLANHGYY,AXULOHBQ,312619
BLANHGYY,FWUCPMMW,204451
BLANHGYY,ANWUJOKX,154905
ANWUJOKX,UXSPKBJR,581578
ANWUJOKX,QVLMOEYE,892489
ANWUJOKX,DBWLZWNK,282653
ANWUJOKX,BLANHGYY,135517
ANWUJOKX,GMBFCMIU,151003
GMBFCMIU,QVLMOEYE,898574
GMBFCMIU,OKMBFVKS,1679282
GMBFCMIU,BUZIIBYG,16709572
GMBFCMIU,ANWUJOKX,151003
TGOELCAG,HCDTGMST,249206
TGOELCAG,RUVXNNVA,156603
RUVXNNVA,TGOELCAG,258541
TANNMIMB,XIFHSOWQ,257173
GIKPEWTY,FTSVTTSR,292943
GIKPEWTY,FDXPMYGF,180352
PLMZALFA,KEUWZRKO,464243
PLMZALFA,FQCLOEXA,1871883
PLMZALFA,HCDTGMST,282230
KFQSHBNH,GYHKIVQT,15448876
KFQSHBNH,RJCAXSGH,4944224
RJCAXSGH,GYHKIVQT,14246906
RJCAXSGH,KFQSHBNH,10234215
