leading_item_id,following_item_id,value
AHMDUILJ,WQMVCOEM,42545.1647115238
AHMDUILJ,XIFHSOWQ,53480.473853665404
AHMDUILJ,XIIEJNEE,38446.160504831
AHMDUILJ,XMKRPGLB,764485.2019283874
AHMDUILJ,XUOIQPFL,2599340.7332872236
AHMDUILJ,YSYHGLQK,42522.2965493314
AHMDUILJ,ZGJXVMNI,2685812.7624482205
APQGTRMF,AANGBULD,405664.60130275274
APQGTRMF,ATLDMDBO,32820610.917742543
APQGTRMF,AXULOHBQ,90351.10736317188
APQGTRMF,BEZYMBBT,3165626.099673795
APQGTRMF,BJALXPFS,269805.40182708064
APQGTRMF,BSRMSVTC,313107.75815339293
APQGTRMF,BTMOEMEP,14710474.523127265
APQGTRMF,BUZIIBYG,13624432.119313471
APQGTRMF,DBWLZWNK,205980.39037563605
APQGTRMF,DEWLVASR,362820.4483813676
APQGTRMF,DJBLNPNC,18108.694659459405
APQGTRMF,DNMPSKTB,5373066.110379948
APQGTRMF,DUCMGGNW,856856.8520493684
APQGTRMF,ELQGMQWE,646442.1941068172
APQGTRMF,EVBVXETX,5272211.931495892
APQGTRMF,FDXPMYGF,63445.913666822016
APQGTRMF,FQCLOEXA,2325525.4905733382
APQGTRMF,FRHNWLNI,845859.2681333907
APQGTRMF,GYHKIVQT,29843264.529018976
APQGTRMF,HXYSSRXE,5258486.1170768915
APQGTRMF,JPBRUTWP,5726464.773510672
APQGTRMF,KEUWZRKO,370171.33698609564
APQGTRMF,LPHPPJUG,1344570.7011910533
APQGTRMF,LUENUFGA,3599045.509723838
APQGTRMF,NZKBIBNU,347235.952372096
APQGTRMF,OGAFEHLU,63078.49921465665
APQGTRMF,OKMBFVKS,1977058.6627157284
APQGTRMF,OXKURKXR,136394.8936709524
APQGTRMF,PYZMVUWD,102109.58796755131
APQGTRMF,QJQJSWFU,165219.63867044915
APQGTRMF,QKXNTIIB,1487812.6383880442
APQGTRMF,QRKRBYJL,2339369.7973201964
APQGTRMF,QVLMOEYE,1294742.7363523673
APQGTRMF,RAWUKQMJ,4614718.94335788
APQGTRMF,RCBZUSIM,52709.61753272824
APQGTRMF,RJGPVEXX,616378.2733458732
APQGTRMF,ROACSLMG,2198982.252985608
APQGTRMF,SAHWCZNH,2156618.7420904846
APQGTRMF,SDWAYPIK,5558995.903027268
APQGTRMF,TGOELCAG,269980.25547787035
APQGTRMF,UGEQLMXM,286557.30615895055
APQGTRMF,UIFPPCLR,221738.56837518094
APQGTRMF,VMAQSTJE,59870.05959075224
APQGTRMF,WBLJNPZQ,208610.39217055961
APQGTRMF,WHPUAOID,123557.03511516517
APQGTRMF,WPQXWHYO,16762366.990492383
APQGTRMF,WQMVCOEM,43182.086074873805
APQGTRMF,XIFHSOWQ,187479.02356989076
APQGTRMF,XMKRPGLB,793248.0973611069
APQGTRMF,XUOIQPFL,2677322.4400415737
APQGTRMF,YSYHGLQK,0.0
APQGTRMF,ZGJXVMNI,2661834.658567327
APQGTRMF,ZKENOUDA,296577.77339079045
ATLDMDBO,AANGBULD,477148.2621037215
ATLDMDBO,APQGTRMF,0.0
ATLDMDBO,AXULOHBQ,0.0
ATLDMDBO,BEZYMBBT,2967747.4704111107
ATLDMDBO,BJALXPFS,135498.94811276207
ATLDMDBO,BLANHGYY,0.0
ATLDMDBO,BSRMSVTC,210206.56468842877
ATLDMDBO,BTMOEMEP,15249472.859432412
ATLDMDBO,DBWLZWNK,67093.39041696303
ATLDMDBO,DEWLVASR,431560.51013990445
ATLDMDBO,DNMPSKTB,5059498.521416952
ATLDMDBO,ELQGMQWE,755702.9777290444
ATLDMDBO,EVBVXETX,5245510.437596684
ATLDMDBO,FDXPMYGF,0.0
ATLDMDBO,FQCLOEXA,2315644.4865469877
ATLDMDBO,GYHKIVQT,28117935.80801288
ATLDMDBO,HXYSSRXE,5165856.301857061
ATLDMDBO,IGDVVKUD,0.0
ATLDMDBO,JBVHSUWY,372380.5314069111
ATLDMDBO,JERHKLYW,0.0
ATLDMDBO,JPBRUTWP,5473221.865489671
ATLDMDBO,KEUWZRKO,339718.297167588
ATLDMDBO,KJNSOAHR,24375664.703750297
ATLDMDBO,LPHPPJUG,1306869.151472818
ATLDMDBO,LRVGFDFM,2916307.971350072
ATLDMDBO,LUENUFGA,3518208.2795724557
ATLDMDBO,NZKBIBNU,317188.8482152433
ATLDMDBO,OGAFEHLU,0.0
ATLDMDBO,OKMBFVKS,1729381.6485189172
ATLDMDBO,OXKURKXR,124075.86299188109
ATLDMDBO,PYZMVUWD,0.0
ATLDMDBO,QJQJSWFU,68951.78049030155
ATLDMDBO,QRKRBYJL,2283262.8229627297
ATLDMDBO,QVLMOEYE,1127752.6031954666
ATLDMDBO,RAWUKQMJ,4545247.148623016
ATLDMDBO,RCBZUSIM,106314.25868599303
ATLDMDBO,RJGPVEXX,607296.2140807016
ATLDMDBO,SAHWCZNH,1961343.880553686
ATLDMDBO,SDWAYPIK,5532538.675907605
ATLDMDBO,SUOYXCHP,5886.768318125978
ATLDMDBO,UGEQLMXM,189416.91338726645
ATLDMDBO,UIFPPCLR,35301.9882707661
ATLDMDBO,UXSPKBJR,507548.7258263556
ATLDMDBO,VBYCLTYZ,543586.7157086544
ATLDMDBO,VMAQSTJE,0.0
ATLDMDBO,VWMBASNE,117990.68590069516
ATLDMDBO,WBLJNPZQ,168442.12338094832
ATLDMDBO,WPQXWHYO,16722467.178445797
ATLDMDBO,WQMVCOEM,0.0
ATLDMDBO,XIFHSOWQ,0.0
ATLDMDBO,XIIEJNEE,45964.944119405
ATLDMDBO,XIPPENFQ,104460.52818575222
ATLDMDBO,XUOIQPFL,2601150.9432649137
ATLDMDBO,ZGJXVMNI,2627007.8127134508
ATLDMDBO,ZKENOUDA,353804.37430067314
AXULOHBQ,AANGBULD,471664.1959593892
AXULOHBQ,ATLDMDBO,32982716.792706035
AXULOHBQ,BJALXPFS,194432.26769983955
AXULOHBQ,BSRMSVTC,334166.02367700124
AXULOHBQ,DNMPSKTB,5134686.994384964
AXULOHBQ,EVBVXETX,5204973.234569031
AXULOHBQ,FDXPMYGF,79881.85480557196
AXULOHBQ,FQCLOEXA,2280680.3023453346
AXULOHBQ,FRHNWLNI,848926.6703075231
AXULOHBQ,GYHKIVQT,29971124.35707334
AXULOHBQ,HCDTGMST,239530.75256647263
AXULOHBQ,HXYSSRXE,5068876.1973515535
AXULOHBQ,KEUWZRKO,425355.2174015711
AXULOHBQ,KJNSOAHR,24168450.37698829
AXULOHBQ,LPHPPJUG,1292795.6527880006
AXULOHBQ,LUENUFGA,3694155.3480600426
AXULOHBQ,MIRCVAMV,97793.82458798122
AXULOHBQ,NZKBIBNU,262235.9531669398
AXULOHBQ,OGAFEHLU,81970.65568257216
AXULOHBQ,OKMBFVKS,1822800.0971575659
AXULOHBQ,PYZMVUWD,59416.161779149435
AXULOHBQ,QJQJSWFU,162075.16301646363
AXULOHBQ,RAWUKQMJ,4558032.789980604
AXULOHBQ,RCBZUSIM,0.0
AXULOHBQ,RJGPVEXX,94434.49558546208
AXULOHBQ,SAHWCZNH,2125239.210898524
AXULOHBQ,SDWAYPIK,5636519.140718976
AXULOHBQ,STZDBITS,17796036.928357847
AXULOHBQ,SUOYXCHP,40236.97433152702
AXULOHBQ,UXSPKBJR,503505.826077031
AXULOHBQ,VMAQSTJE,66993.87715175375
AXULOHBQ,VUAFAIYJ,846957.7101826831
AXULOHBQ,VWMBASNE,141057.393829945
AXULOHBQ,WBLJNPZQ,215085.19537848188
AXULOHBQ,WPQXWHYO,16583984.901802223
AXULOHBQ,WQMVCOEM,0.0
AXULOHBQ,XIFHSOWQ,67665.97306005564
AXULOHBQ,XIPPENFQ,103009.59370306972
AXULOHBQ,XUOIQPFL,2649546.860463659
AXULOHBQ,ZGJXVMNI,2637343.4428703403
AXULOHBQ,ZKENOUDA,324861.46219149325
AXULOHBQ,ZXERAXWP,78768.62916541751
BEZYMBBT,AHMDUILJ,137718.49248959357
BEZYMBBT,APQGTRMF,60408.7098575877
BEZYMBBT,ATLDMDBO,35238122.418642804
BEZYMBBT,AXULOHBQ,48144.322817059234
BEZYMBBT,BTMOEMEP,13976499.74263418
BEZYMBBT,DBWLZWNK,122486.5692787231
BEZYMBBT,DEWLVASR,487179.326171787
BEZYMBBT,DNMPSKTB,5134979.541186504
BEZYMBBT,ELQGMQWE,746898.7614485556
BEZYMBBT,FQCLOEXA,2330224.7809459865
BEZYMBBT,GYHKIVQT,30320148.44917556
BEZYMBBT,HXYSSRXE,5156994.004331965
BEZYMBBT,JPBRUTWP,5640221.233351758
BEZYMBBT,KEUWZRKO,329747.0890497174
BEZYMBBT,KJNSOAHR,24187992.63050656
BEZYMBBT,LPHPPJUG,1364715.5495647285
BEZYMBBT,LSOIUSXD,197733.50400226843
BEZYMBBT,OGAFEHLU,48128.61970110331
BEZYMBBT,OKMBFVKS,1796353.7285835007
BEZYMBBT,OXKURKXR,183126.96107558068
BEZYMBBT,PYZMVUWD,3283.1908459011465
BEZYMBBT,QJQJSWFU,110619.36587041989
BEZYMBBT,QRKRBYJL,2220045.530077653
BEZYMBBT,QVLMOEYE,1175897.0675571505
BEZYMBBT,RAWUKQMJ,4583366.047203826
BEZYMBBT,RCBZUSIM,10742.356216389686
BEZYMBBT,RJGPVEXX,668406.2199693727
BEZYMBBT,SDWAYPIK,5501758.702749955
BEZYMBBT,STZDBITS,15446579.292718751
BEZYMBBT,UGEQLMXM,256090.86863765214
BEZYMBBT,UIFPPCLR,80588.4459646456
BEZYMBBT,VBYCLTYZ,547392.9179122057
BEZYMBBT,WBLJNPZQ,190432.57610184746
BEZYMBBT,WHPUAOID,54511.998173271306
BEZYMBBT,WPQXWHYO,16778976.920926567
BEZYMBBT,WQMVCOEM,57699.70138534997
BEZYMBBT,XIIEJNEE,55608.175185319036
BEZYMBBT,XMKRPGLB,792934.9190049726
BEZYMBBT,XUOIQPFL,2584752.648425932
BEZYMBBT,YSYHGLQK,56616.76752196625
BEZYMBBT,ZCELVYQU,233101.02933204593
BEZYMBBT,ZGJXVMNI,2664303.1646371754
BEZYMBBT,ZKENOUDA,527388.5076976409
BEZYMBBT,ZXERAXWP,90561.82424478512
BJALXPFS,APQGTRMF,32193.284482358024
BJALXPFS,ATLDMDBO,32795299.708326634
BJALXPFS,AXULOHBQ,43440.096028661355
BJALXPFS,BEZYMBBT,3045229.0021204744
BJALXPFS,BSRMSVTC,268588.5980382152
BJALXPFS,BTMOEMEP,14703055.51114938
BJALXPFS,DEWLVASR,476350.05308885267
BJALXPFS,DNMPSKTB,5259250.7447525365
BJALXPFS,EVBVXETX,5228311.722953387
BJALXPFS,FDXPMYGF,24504.41038869787
BJALXPFS,FITUEHWN,102762.57531091385
BJALXPFS,FQCLOEXA,2310675.4802393406
BJALXPFS,GYHKIVQT,30709361.135722373
BJALXPFS,HCDTGMST,236905.21857338352
BJALXPFS,HXYSSRXE,5116458.474349569
BJALXPFS,JPBRUTWP,5700416.727714503
BJALXPFS,KEUWZRKO,366638.96130794566
BJALXPFS,KJNSOAHR,24428541.142006308
BJALXPFS,LTOYKIML,440712.11738620093
BJALXPFS,MIRCVAMV,110642.86529711587
BJALXPFS,OGAFEHLU,0.0
BJALXPFS,OKMBFVKS,1778145.2929514586
BJALXPFS,QJQJSWFU,112758.24882419733
BJALXPFS,QRKRBYJL,2216427.1769978926
BJALXPFS,QVLMOEYE,1156024.9591630553
BJALXPFS,RAWUKQMJ,4519971.316664213
BJALXPFS,RCBZUSIM,78443.73144770972
BJALXPFS,RJGPVEXX,562225.939794552
BJALXPFS,SAAYMURU,59851.15126382187
BJALXPFS,SDWAYPIK,5471515.936650284
BJALXPFS,SNHYOVBM,229464.31990990927
BJALXPFS,SUOYXCHP,47870.83205984812
BJALXPFS,UGEQLMXM,307637.97993945377
BJALXPFS,UIFPPCLR,119228.9975670306
BJALXPFS,VBYCLTYZ,511685.3931238125
BJALXPFS,VMAQSTJE,63692.0326386923
BJALXPFS,VWMBASNE,103034.48952295259
BJALXPFS,WBLJNPZQ,183289.82585530216
BJALXPFS,WPQXWHYO,16893483.75257238
BJALXPFS,XIFHSOWQ,56366.69519989006
BJALXPFS,XIPPENFQ,125665.2962890924
BJALXPFS,XUOIQPFL,2650347.992890665
BJALXPFS,ZGJXVMNI,2620838.5480825067
BJALXPFS,ZKENOUDA,373022.87077332987
BJALXPFS,ZXERAXWP,68057.49016609974
BLANHGYY,ATLDMDBO,31671319.23805985
BLANHGYY,AXULOHBQ,106763.08474833891
BLANHGYY,BJALXPFS,237932.4632189083
BLANHGYY,BSRMSVTC,303662.5062809256
BLANHGYY,DNMPSKTB,5368877.87989228
BLANHGYY,EVBVXETX,5091800.1801462285
BLANHGYY,FDXPMYGF,84786.50957837235
BLANHGYY,FITUEHWN,162897.1761840228
BLANHGYY,FQCLOEXA,2227964.748049978
BLANHGYY,FRHNWLNI,784877.7945388346
BLANHGYY,GYHKIVQT,31793773.785867516
BLANHGYY,HCDTGMST,290701.9477921487
BLANHGYY,HXYSSRXE,5203963.060465561
BLANHGYY,JBVHSUWY,439001.7090240605
BLANHGYY,JERHKLYW,26871.847326782532
BLANHGYY,JPBRUTWP,5821202.438865231
BLANHGYY,KEUWZRKO,428637.7964169304
BLANHGYY,KJNSOAHR,23993843.04759427
BLANHGYY,LPHPPJUG,1288172.4232775075
BLANHGYY,LRVGFDFM,2849432.627254418
BLANHGYY,LSOIUSXD,189001.24503063364
BLANHGYY,LUENUFGA,3700811.013037073
BLANHGYY,NZKBIBNU,317735.46709828964
BLANHGYY,OGAFEHLU,77800.3478067182
BLANHGYY,PYZMVUWD,34577.76904089376
BLANHGYY,QJQJSWFU,129825.7711026594
BLANHGYY,QVLMOEYE,1202780.760145496
BLANHGYY,RAWUKQMJ,4541145.295958202
BLANHGYY,RJGPVEXX,545685.2528978586
BLANHGYY,ROACSLMG,2181218.3983635074
BLANHGYY,SAHWCZNH,2124952.595588357
BLANHGYY,SDWAYPIK,5563936.071530895
BLANHGYY,STZDBITS,18384544.934580866
BLANHGYY,SUOYXCHP,75332.32460831851
BLANHGYY,TGOELCAG,349003.8027053564
BLANHGYY,UGEQLMXM,297721.9804357495
BLANHGYY,UIFPPCLR,173201.23025993397
BLANHGYY,UQYUIVVR,4363783.760698049
BLANHGYY,VMAQSTJE,81022.87119727768
BLANHGYY,VWMBASNE,153886.99803467793
BLANHGYY,WBLJNPZQ,123894.00564618688
BLANHGYY,WPQXWHYO,16365145.57010733
BLANHGYY,WQMVCOEM,43617.20811558515
BLANHGYY,XIFHSOWQ,93727.4116953332
BLANHGYY,XIPPENFQ,112529.94805502659
BLANHGYY,XUOIQPFL,2671248.7432140214
BLANHGYY,YSYHGLQK,38073.86589975748
BLANHGYY,ZXERAXWP,30777.488788884133
BSRMSVTC,AHMDUILJ,115368.0892086341
BSRMSVTC,BEZYMBBT,3016476.869768591
BSRMSVTC,CCLHWFWF,12329345.308779668
BSRMSVTC,DNMPSKTB,5046635.900861427
BSRMSVTC,EVBVXETX,5140261.434779672
BSRMSVTC,FITUEHWN,3727.4744534706697
BSRMSVTC,GYHKIVQT,31243932.310013063
BSRMSVTC,HCDTGMST,130985.94604031043
BSRMSVTC,JBVHSUWY,369251.2823432707
BSRMSVTC,JPBRUTWP,5635539.741302978
BSRMSVTC,KEUWZRKO,356146.35573288286
BSRMSVTC,LRVGFDFM,2796399.5392750874
BSRMSVTC,LSOIUSXD,209995.99721041508
BSRMSVTC,LUENUFGA,3619952.640847232
BSRMSVTC,MBSBZBXA,4109682.8223402374
BSRMSVTC,MIRCVAMV,121030.56081467774
BSRMSVTC,OGAFEHLU,42112.11060736235
BSRMSVTC,PYZMVUWD,35128.87938549556
BSRMSVTC,QJQJSWFU,103950.31144287437
BSRMSVTC,RJGPVEXX,599210.0871783886
BSRMSVTC,ROACSLMG,2197379.8721450446
BSRMSVTC,SAHWCZNH,2004814.4225822547
BSRMSVTC,STZDBITS,16905893.00085386
BSRMSVTC,SUOYXCHP,10297.191524306312
BSRMSVTC,TGOELCAG,148963.59993138118
BSRMSVTC,UIFPPCLR,172269.57119356655
BSRMSVTC,UXSPKBJR,597136.7917098575
BSRMSVTC,VMAQSTJE,0.0
BSRMSVTC,VWMBASNE,102334.60861888714
BSRMSVTC,WBLJNPZQ,200018.46909536514
BSRMSVTC,WPQXWHYO,16445225.550025973
BSRMSVTC,XIFHSOWQ,113566.29265456647
BSRMSVTC,XIPPENFQ,67041.64395996556
BSRMSVTC,XUOIQPFL,2496295.744471878
BSRMSVTC,ZGJXVMNI,2659328.9051483376
BSRMSVTC,ZKENOUDA,407222.1206944394
BTMOEMEP,AHMDUILJ,102899.5671165958
BTMOEMEP,APQGTRMF,23724.587986888364
BTMOEMEP,ATLDMDBO,37894948.96353646
BTMOEMEP,AXULOHBQ,46141.50530242734
BTMOEMEP,BEZYMBBT,2971476.4359286577
BTMOEMEP,BJALXPFS,130439.76515087532
BTMOEMEP,BLANHGYY,0.0
BTMOEMEP,BSRMSVTC,180243.20720621012
BTMOEMEP,CCLHWFWF,12004852.086510327
BTMOEMEP,DBWLZWNK,82109.57637442369
BTMOEMEP,DEWLVASR,550036.0964012803
BTMOEMEP,DJBLNPNC,72013.31470120233
BTMOEMEP,DNMPSKTB,5295504.541816289
BTMOEMEP,ELQGMQWE,748644.0664177965
BTMOEMEP,EVBVXETX,5378130.237559594
BTMOEMEP,FDXPMYGF,0.0
BTMOEMEP,FQCLOEXA,2358996.1157205687
BTMOEMEP,FRHNWLNI,862868.5330141331
BTMOEMEP,GYHKIVQT,30267464.13063351
BTMOEMEP,HXYSSRXE,5246024.746986991
BTMOEMEP,IGDVVKUD,0.0
BTMOEMEP,JBVHSUWY,329318.08187518874
BTMOEMEP,JPBRUTWP,5536711.564065768
BTMOEMEP,KEUWZRKO,384625.3137572808
BTMOEMEP,KJNSOAHR,23867068.083386645
BTMOEMEP,LPHPPJUG,1323580.936598091
BTMOEMEP,LRVGFDFM,2749845.1400785693
BTMOEMEP,NZKBIBNU,342501.4303331268
BTMOEMEP,OGAFEHLU,0.0
BTMOEMEP,OKMBFVKS,1789747.305215714
BTMOEMEP,OXKURKXR,56008.50399589166
BTMOEMEP,PYZMVUWD,9462.130763215944
BTMOEMEP,QRKRBYJL,2346261.241538653
BTMOEMEP,QVLMOEYE,1257636.7070190813
BTMOEMEP,RAWUKQMJ,4533814.701399681
BTMOEMEP,RCBZUSIM,0.0
BTMOEMEP,RJGPVEXX,643908.8323147576
BTMOEMEP,ROACSLMG,2178960.710780949
BTMOEMEP,SAHWCZNH,2064969.7335680705
BTMOEMEP,SDWAYPIK,5531103.693478255
BTMOEMEP,SUOYXCHP,8436.06798802223
BTMOEMEP,TGOELCAG,250786.07405531406
BTMOEMEP,UGEQLMXM,249741.6461717994
BTMOEMEP,UIFPPCLR,87530.24567841273
BTMOEMEP,UXSPKBJR,530306.4268387258
BTMOEMEP,VBYCLTYZ,499462.40589865437
BTMOEMEP,VMAQSTJE,19632.076177138835
BTMOEMEP,VWMBASNE,109048.14005528297
BTMOEMEP,WBLJNPZQ,173849.2913690703
BTMOEMEP,WQMVCOEM,0.0
BTMOEMEP,XIFHSOWQ,25069.725690166466
BTMOEMEP,XIIEJNEE,27643.315397378057
BTMOEMEP,XMKRPGLB,777162.3743050741
BTMOEMEP,XUOIQPFL,2626678.9487506817
BTMOEMEP,YSYHGLQK,17217.47065259423
BTMOEMEP,ZGJXVMNI,2662203.1376407775
BTMOEMEP,ZKENOUDA,412654.839438478
BUZIIBYG,ATLDMDBO,33661147.098214805
BUZIIBYG,BJALXPFS,215472.18927894114
BUZIIBYG,BSRMSVTC,313227.4923156155
BUZIIBYG,BTMOEMEP,15282005.926506292
BUZIIBYG,DJBLNPNC,9403.053151910193
BUZIIBYG,FCYBOAXC,109810583.69227096
BUZIIBYG,FDXPMYGF,22274.290142205544
BUZIIBYG,FITUEHWN,90623.17087190505
BUZIIBYG,FQCLOEXA,2351663.6730600283
BUZIIBYG,FRHNWLNI,818541.2407013262
BUZIIBYG,FWUCPMMW,24470.017279847525
BUZIIBYG,HCDTGMST,209646.39663772006
BUZIIBYG,HXYSSRXE,5110432.152662558
BUZIIBYG,JPBRUTWP,5576123.004129041
BUZIIBYG,KEUWZRKO,405242.7549988874
BUZIIBYG,KJNSOAHR,23963030.347377006
BUZIIBYG,LLHREMKS,86435.36744206585
BUZIIBYG,LRVGFDFM,2823974.6931222416
BUZIIBYG,LSOIUSXD,176382.5241831811
BUZIIBYG,LUENUFGA,3586952.201479758
BUZIIBYG,OGAFEHLU,89732.69188590907
BUZIIBYG,PYZMVUWD,30020.11363837868
BUZIIBYG,RCBZUSIM,32018.48105468508
BUZIIBYG,RJGPVEXX,587886.5669108983
BUZIIBYG,ROACSLMG,2245656.0822036318
BUZIIBYG,SAHWCZNH,2012231.4665901065
BUZIIBYG,SNHYOVBM,282126.00709908595
BUZIIBYG,STZDBITS,17872140.52846781
BUZIIBYG,SUOYXCHP,31550.377849920653
BUZIIBYG,UXSPKBJR,524745.6601531724
BUZIIBYG,WBLJNPZQ,216101.23228766304
BUZIIBYG,WPQXWHYO,16826640.84728287
BUZIIBYG,WQMVCOEM,60851.078805763274
BUZIIBYG,XIIEJNEE,74638.9666537689
BUZIIBYG,XMKRPGLB,793727.4615893927
BUZIIBYG,ZXERAXWP,58435.51373635605
CCLHWFWF,AHMDUILJ,38895.948073076084
CCLHWFWF,ATLDMDBO,36755188.76230496
CCLHWFWF,BTMOEMEP,14747553.670739107
CCLHWFWF,DBWLZWNK,113069.92508283118
CCLHWFWF,DUCMGGNW,810787.1626564828
CCLHWFWF,ELQGMQWE,711588.6646639421
CCLHWFWF,FCYBOAXC,104066462.13762182
CCLHWFWF,FITUEHWN,76461.21218970511
CCLHWFWF,FQCLOEXA,2217640.5858079554
CCLHWFWF,FWUCPMMW,0.0
CCLHWFWF,HCDTGMST,197509.07829025993
CCLHWFWF,HXYSSRXE,5056288.15169297
CCLHWFWF,JBVHSUWY,305529.3624227573
CCLHWFWF,JERHKLYW,44758.37331977859
CCLHWFWF,JPBRUTWP,5384367.395472872
CCLHWFWF,JSLXRQOK,71053.8917349549
CCLHWFWF,LLHREMKS,67181.70261183474
CCLHWFWF,LRVGFDFM,2755489.907602026
CCLHWFWF,LSOIUSXD,79371.25952677708
CCLHWFWF,LTOYKIML,405360.80230643414
CCLHWFWF,MIRCVAMV,76969.1225899607
CCLHWFWF,NZKBIBNU,335024.22936765663
CCLHWFWF,OGAFEHLU,34266.32714556996
CCLHWFWF,QKXNTIIB,1361920.0813379893
CCLHWFWF,QRKRBYJL,2251006.9849498463
CCLHWFWF,QVLMOEYE,1076916.5174986273
CCLHWFWF,RAWUKQMJ,4567212.851863926
CCLHWFWF,SUOYXCHP,55874.056781534106
CCLHWFWF,UGEQLMXM,166935.22043457115
CCLHWFWF,VBYCLTYZ,483375.25557633257
CCLHWFWF,VUAFAIYJ,903599.0511320569
CCLHWFWF,VWMBASNE,72445.96783288382
CCLHWFWF,WBLJNPZQ,197154.27560253115
CCLHWFWF,WHPUAOID,0.0
CCLHWFWF,XIPPENFQ,176276.7060680734
CCLHWFWF,XUOIQPFL,2615923.0623142496
CCLHWFWF,YSYHGLQK,57783.42213728372
CCLHWFWF,ZGJXVMNI,2681131.492884442
CCLHWFWF,ZXERAXWP,131591.94094255148
DBWLZWNK,AANGBULD,511532.1962189828
DBWLZWNK,APQGTRMF,0.0
DBWLZWNK,ATLDMDBO,35764063.96358095
DBWLZWNK,AXULOHBQ,37091.752535360865
DBWLZWNK,BEZYMBBT,2967542.827541464
DBWLZWNK,BJALXPFS,169796.03306915704
DBWLZWNK,BLANHGYY,33033.56248080172
DBWLZWNK,BSRMSVTC,279140.95689672
DBWLZWNK,BTMOEMEP,14710669.697887087
DBWLZWNK,CCLHWFWF,12160714.470395248
DBWLZWNK,DEWLVASR,425817.7932541766
