leading_item_id,following_item_id,value
AHMDUILJ,RCBZUSIM,24303.340786443092
AHMDUILJ,ROACSLMG,2340415.4121615407
AHMDUILJ,SAAYMURU,74973.77972645499
AHMDUILJ,SAHWCZNH,2292995.8955951286
AHMDUILJ,UXSPKBJR,491360.71389882546
AHMDUILJ,VBYCLTYZ,399189.33299253695
AHMDUILJ,WBLJNPZQ,149932.04721119162
AHMDUILJ,WPQXWHYO,16453522.466873316
AHMDUILJ,WQMVCOEM,39817.86058218777
AHMDUILJ,XIFHSOWQ,81802.70665658452
AHMDUILJ,XUOIQPFL,2796757.436260936
AHMDUILJ,YSYHGLQK,21781.27101847902
AHMDUILJ,ZKENOUDA,404763.47062078957
APQGTRMF,AANGBULD,444998.44914519787
APQGTRMF,ATLDMDBO,43875369.66418239
APQGTRMF,AXULOHBQ,140745.38831418194
APQGTRMF,BEZYMBBT,3923656.3280870654
APQGTRMF,BJALXPFS,151861.88443829212
APQGTRMF,BLANHGYY,86536.65447549988
APQGTRMF,BSRMSVTC,305657.7638291465
APQGTRMF,BTMOEMEP,15491666.561117347
APQGTRMF,DBWLZWNK,183364.51548567787
APQGTRMF,DEWLVASR,415604.4463927159
APQGTRMF,DNMPSKTB,5372396.132765214
APQGTRMF,DUCMGGNW,943554.2634506812
APQGTRMF,ELQGMQWE,549075.8066540603
APQGTRMF,EVBVXETX,5153625.5079815565
APQGTRMF,FDXPMYGF,66401.00057864003
APQGTRMF,FQCLOEXA,2505168.4809556194
APQGTRMF,FRHNWLNI,881474.3782957215
APQGTRMF,GYHKIVQT,25161191.880179107
APQGTRMF,HXYSSRXE,5076363.4935393175
APQGTRMF,JERHKLYW,27340.827577677555
APQGTRMF,JPBRUTWP,5588602.9547596695
APQGTRMF,KJNSOAHR,20633323.302587673
APQGTRMF,LPHPPJUG,1247657.895016557
APQGTRMF,MBSBZBXA,4053812.659437748
APQGTRMF,OGAFEHLU,98732.96232709847
APQGTRMF,OKMBFVKS,1890615.068924238
APQGTRMF,OXKURKXR,133132.91991708986
APQGTRMF,QRKRBYJL,2129609.9943752773
APQGTRMF,QVLMOEYE,1338043.7524061091
APQGTRMF,RAWUKQMJ,3561664.8005763637
APQGTRMF,RCBZUSIM,52876.7788574649
APQGTRMF,ROACSLMG,2495197.0967155946
APQGTRMF,SDWAYPIK,5999246.590631822
APQGTRMF,SNHYOVBM,297047.5185243236
APQGTRMF,SUOYXCHP,83641.64604423009
APQGTRMF,UIFPPCLR,233428.29455681983
APQGTRMF,VBYCLTYZ,534061.1866617734
APQGTRMF,VMAQSTJE,51601.51899677515
APQGTRMF,WBLJNPZQ,197546.45267992
APQGTRMF,WHPUAOID,98416.66341543011
APQGTRMF,WQMVCOEM,0.0
APQGTRMF,XMKRPGLB,888375.7504019174
APQGTRMF,XUOIQPFL,2817403.923753268
APQGTRMF,YSYHGLQK,0.0
APQGTRMF,ZGJXVMNI,2662829.0046252287
APQGTRMF,ZKENOUDA,366590.77384851687
ATLDMDBO,AANGBULD,496242.2367704017
ATLDMDBO,APQGTRMF,93601.96545708645
ATLDMDBO,AXULOHBQ,130455.31125626806
ATLDMDBO,BEZYMBBT,3631872.2635779507
ATLDMDBO,BJALXPFS,118072.66940555163
ATLDMDBO,BLANHGYY,108484.50664072484
ATLDMDBO,BSRMSVTC,234634.2683015298
ATLDMDBO,BTMOEMEP,15224962.728427336
ATLDMDBO,DBWLZWNK,208703.91102579702
ATLDMDBO,DEWLVASR,513066.6144016413
ATLDMDBO,DNMPSKTB,5163314.527597136
ATLDMDBO,ELQGMQWE,636024.7711110841
ATLDMDBO,EVBVXETX,5071723.175832013
ATLDMDBO,FDXPMYGF,0.0
ATLDMDBO,FQCLOEXA,2533586.5183877316
ATLDMDBO,FRHNWLNI,936096.6189143788
ATLDMDBO,GYHKIVQT,24905615.61804815
ATLDMDBO,HXYSSRXE,4922963.066557912
ATLDMDBO,IGDVVKUD,0.0
ATLDMDBO,JERHKLYW,29740.076850933954
ATLDMDBO,JPBRUTWP,5207294.591553646
ATLDMDBO,LPHPPJUG,1210258.504501027
ATLDMDBO,LRVGFDFM,3092582.200086223
ATLDMDBO,LSOIUSXD,184913.50630755164
ATLDMDBO,LUENUFGA,3589257.3732922934
ATLDMDBO,OGAFEHLU,93016.61281020101
ATLDMDBO,OKMBFVKS,1667852.5217981925
ATLDMDBO,OXKURKXR,62530.99211845081
ATLDMDBO,QRKRBYJL,2156529.643047783
ATLDMDBO,QVLMOEYE,1316523.2952845264
ATLDMDBO,RAWUKQMJ,3398235.2956857975
ATLDMDBO,RCBZUSIM,0.0
ATLDMDBO,RJGPVEXX,643684.712607305
ATLDMDBO,SAHWCZNH,2338784.439370825
ATLDMDBO,SDWAYPIK,5877879.534291439
ATLDMDBO,SNHYOVBM,295156.6637700414
ATLDMDBO,SUOYXCHP,30112.125115989707
ATLDMDBO,UGEQLMXM,219647.30622329935
ATLDMDBO,UIFPPCLR,71101.92421337776
ATLDMDBO,UXSPKBJR,439044.77079193667
ATLDMDBO,VBYCLTYZ,368482.5482180454
ATLDMDBO,VMAQSTJE,11709.850755963475
ATLDMDBO,VWMBASNE,97207.15704250243
ATLDMDBO,WBLJNPZQ,85760.10484480672
ATLDMDBO,WQMVCOEM,0.0
ATLDMDBO,XIFHSOWQ,73176.61231468804
ATLDMDBO,XIPPENFQ,261964.85532070138
ATLDMDBO,XUOIQPFL,2732799.9739214457
ATLDMDBO,YSYHGLQK,29408.14349306468
ATLDMDBO,ZGJXVMNI,2663358.8919797326
ATLDMDBO,ZKENOUDA,474919.29013223946
AXULOHBQ,AANGBULD,452751.3526045056
AXULOHBQ,BJALXPFS,213715.29409322515
AXULOHBQ,BLANHGYY,110662.06816770788
AXULOHBQ,BSRMSVTC,365336.42804485466
AXULOHBQ,BUZIIBYG,16661262.469129462
AXULOHBQ,DNMPSKTB,5389117.1075107325
AXULOHBQ,EVBVXETX,5002766.05253384
AXULOHBQ,FCYBOAXC,106521791.93382435
AXULOHBQ,FDXPMYGF,86024.03671898507
AXULOHBQ,FQCLOEXA,2510739.830443396
AXULOHBQ,FWUCPMMW,24729.31244274415
AXULOHBQ,GYHKIVQT,27024692.963110007
AXULOHBQ,HCDTGMST,170047.34797023702
AXULOHBQ,HXYSSRXE,5099683.820538636
AXULOHBQ,JBVHSUWY,442341.25582629256
AXULOHBQ,KEUWZRKO,343719.0029674182
AXULOHBQ,KJNSOAHR,20497781.722959645
AXULOHBQ,LPHPPJUG,1249011.869086082
AXULOHBQ,LRVGFDFM,3109000.13213848
AXULOHBQ,LUENUFGA,3740259.8497665655
AXULOHBQ,NZKBIBNU,286335.8673378993
AXULOHBQ,OGAFEHLU,106152.47976015322
AXULOHBQ,OKMBFVKS,1768101.5507005104
AXULOHBQ,QJQJSWFU,125012.70547907613
AXULOHBQ,RJGPVEXX,615275.7452563229
AXULOHBQ,ROACSLMG,2386686.74523246
AXULOHBQ,SAHWCZNH,2359753.369800112
AXULOHBQ,SUOYXCHP,36745.13680930901
AXULOHBQ,UXSPKBJR,445282.1580355186
AXULOHBQ,VMAQSTJE,81999.87643383257
AXULOHBQ,VUAFAIYJ,872889.1525949249
AXULOHBQ,VWMBASNE,169910.77957571018
AXULOHBQ,WBLJNPZQ,176016.97143562138
AXULOHBQ,WPQXWHYO,15695770.450842798
AXULOHBQ,WQMVCOEM,0.0
AXULOHBQ,XIFHSOWQ,92394.81458493043
AXULOHBQ,XUOIQPFL,2837459.10668185
AXULOHBQ,ZCELVYQU,230412.8765974678
AXULOHBQ,ZGJXVMNI,2695861.2629887396
AXULOHBQ,ZKENOUDA,340640.7635352183
BEZYMBBT,AHMDUILJ,157560.47380422335
BEZYMBBT,APQGTRMF,54955.00151506532
BEZYMBBT,ATLDMDBO,39820125.01067665
BEZYMBBT,AXULOHBQ,95212.37484683283
BEZYMBBT,BTMOEMEP,15195737.887538914
BEZYMBBT,DBWLZWNK,175293.54993806966
BEZYMBBT,DEWLVASR,467502.55104833096
BEZYMBBT,DNMPSKTB,5234049.962313272
BEZYMBBT,ELQGMQWE,579268.8566681147
BEZYMBBT,FITUEHWN,135263.1724975994
BEZYMBBT,FQCLOEXA,2621312.3528817603
BEZYMBBT,FTSVTTSR,229277.75204755645
BEZYMBBT,FWUCPMMW,89157.42825870588
BEZYMBBT,GYHKIVQT,24433440.72540308
BEZYMBBT,HXYSSRXE,4958410.191337224
BEZYMBBT,IGDVVKUD,59673.999343663454
BEZYMBBT,JPBRUTWP,5178580.959967032
BEZYMBBT,KJNSOAHR,18918746.47348031
BEZYMBBT,MBSBZBXA,4205347.849944986
BEZYMBBT,OJIFIHMZ,3229105.77646808
BEZYMBBT,OKMBFVKS,1685659.1504185083
BEZYMBBT,OXKURKXR,150815.40620206017
BEZYMBBT,QJQJSWFU,121511.24878497887
BEZYMBBT,QRKRBYJL,1983754.9209438055
BEZYMBBT,QVLMOEYE,1155206.0221980182
BEZYMBBT,RAWUKQMJ,3543603.076380874
BEZYMBBT,RCBZUSIM,42891.49264176097
BEZYMBBT,RJGPVEXX,703991.4475394678
BEZYMBBT,SDWAYPIK,5872687.509095736
BEZYMBBT,STZDBITS,20987063.48176364
BEZYMBBT,UGEQLMXM,285336.33763367124
BEZYMBBT,UIFPPCLR,96600.38074004184
BEZYMBBT,UXSPKBJR,487365.355533232
BEZYMBBT,VBYCLTYZ,394060.2862439435
BEZYMBBT,VMAQSTJE,38016.879310434684
BEZYMBBT,WBLJNPZQ,169062.9930677954
BEZYMBBT,WHPUAOID,93631.26391065028
BEZYMBBT,WQMVCOEM,37567.12670017406
BEZYMBBT,XMKRPGLB,874997.1809552675
BEZYMBBT,XUOIQPFL,2726207.538019601
BEZYMBBT,YSYHGLQK,88407.63451338932
BEZYMBBT,ZGJXVMNI,2814094.2066811025
BEZYMBBT,ZKENOUDA,436953.30113456957
BJALXPFS,AANGBULD,510388.05735106487
BJALXPFS,ATLDMDBO,38430266.77072121
BJALXPFS,BEZYMBBT,3736401.8732990944
BJALXPFS,BSRMSVTC,248484.99820431415
BJALXPFS,BTMOEMEP,15155260.938230762
BJALXPFS,BUZIIBYG,16616484.702306781
BJALXPFS,DNMPSKTB,5402535.606364535
BJALXPFS,EVBVXETX,5166965.412223766
BJALXPFS,FDXPMYGF,66272.38953688182
BJALXPFS,FITUEHWN,91553.33295911271
BJALXPFS,FRHNWLNI,946552.6938373246
BJALXPFS,FWUCPMMW,45506.48704054952
BJALXPFS,GYHKIVQT,26859156.14584755
BJALXPFS,HXYSSRXE,5122016.090793472
BJALXPFS,IGDVVKUD,61486.689167311415
BJALXPFS,JERHKLYW,59302.58651326969
BJALXPFS,JPBRUTWP,5328297.860615317
BJALXPFS,KEUWZRKO,328094.69017570745
BJALXPFS,LRVGFDFM,3086799.3069445407
BJALXPFS,LTOYKIML,463449.03527016286
BJALXPFS,MBSBZBXA,4150902.864309979
BJALXPFS,OGAFEHLU,67102.60574571881
BJALXPFS,OKMBFVKS,1713513.184296023
BJALXPFS,QJQJSWFU,117667.34801467229
BJALXPFS,QRKRBYJL,1997563.884198667
BJALXPFS,QVLMOEYE,1217657.479860411
BJALXPFS,RAWUKQMJ,3490877.741240254
BJALXPFS,RCBZUSIM,51342.3093960844
BJALXPFS,RJGPVEXX,598872.7916831835
BJALXPFS,SDWAYPIK,5886520.604404656
BJALXPFS,SNHYOVBM,294980.70950657874
BJALXPFS,SUOYXCHP,16821.510539771058
BJALXPFS,UGEQLMXM,296864.0526014082
BJALXPFS,VBYCLTYZ,430157.1628840212
BJALXPFS,VMAQSTJE,51342.3093960844
BJALXPFS,WBLJNPZQ,146126.02572445665
BJALXPFS,XIFHSOWQ,88297.88849313091
BJALXPFS,XUOIQPFL,2765403.6667659273
BJALXPFS,ZGJXVMNI,2704885.5591596477
BJALXPFS,ZKENOUDA,406332.1066599684
BLANHGYY,AHMDUILJ,131244.5194652779
BLANHGYY,APQGTRMF,44950.37485405151
BLANHGYY,AXULOHBQ,74653.60140923038
BLANHGYY,BJALXPFS,184537.3760373136
BLANHGYY,BSRMSVTC,322369.04223400075
BLANHGYY,BUZIIBYG,16437001.246407734
BLANHGYY,CCLHWFWF,12629945.246555481
BLANHGYY,DNMPSKTB,5473819.710627423
BLANHGYY,DUCMGGNW,893677.5968128112
BLANHGYY,EVBVXETX,4982508.855710132
BLANHGYY,FCYBOAXC,111741063.87942544
BLANHGYY,FDXPMYGF,96885.88664073125
BLANHGYY,FITUEHWN,144829.6504020067
BLANHGYY,FQCLOEXA,2487223.4726938894
BLANHGYY,GYHKIVQT,27346760.463161673
BLANHGYY,HCDTGMST,207552.88135484047
BLANHGYY,HXYSSRXE,5082321.367871321
BLANHGYY,JBVHSUWY,413514.60618896224
BLANHGYY,KEUWZRKO,350279.87882600445
BLANHGYY,LPHPPJUG,1187408.9314882131
BLANHGYY,LRVGFDFM,3141546.0305222673
BLANHGYY,OGAFEHLU,92198.85954549536
BLANHGYY,RAWUKQMJ,3518366.8274150183
BLANHGYY,RJGPVEXX,669474.9179078192
BLANHGYY,ROACSLMG,2261987.187706244
BLANHGYY,SAHWCZNH,2389041.16097694
BLANHGYY,SDWAYPIK,6137746.666054668
BLANHGYY,SUOYXCHP,93875.8305331869
BLANHGYY,UQYUIVVR,3382957.0953726824
BLANHGYY,VMAQSTJE,41147.8549364293
BLANHGYY,VUAFAIYJ,871008.995829084
BLANHGYY,WBLJNPZQ,146869.79876225535
BLANHGYY,WPQXWHYO,15738803.60358151
BLANHGYY,WQMVCOEM,9749.63826189097
BLANHGYY,XUOIQPFL,2831218.1040812796
BLANHGYY,YSYHGLQK,1186.326025051996
BLANHGYY,ZGJXVMNI,2678955.630747542
BLANHGYY,ZKENOUDA,408552.49532292783
BSRMSVTC,AHMDUILJ,125854.94382156711
BSRMSVTC,BEZYMBBT,3779125.891204698
BSRMSVTC,BUZIIBYG,16107711.855279408
BSRMSVTC,DNMPSKTB,5243260.370296301
BSRMSVTC,EVBVXETX,4999271.909122089
BSRMSVTC,FCYBOAXC,112223035.38211921
BSRMSVTC,FITUEHWN,72046.59192891233
BSRMSVTC,HCDTGMST,116990.36440340616
BSRMSVTC,JBVHSUWY,357931.37289608456
BSRMSVTC,JERHKLYW,52938.95322469529
BSRMSVTC,JPBRUTWP,5231234.555507474
BSRMSVTC,KEUWZRKO,356781.7300447393
BSRMSVTC,KJNSOAHR,20529703.943566766
BSRMSVTC,LSOIUSXD,249267.29244890157
BSRMSVTC,LUENUFGA,3698179.3522492964
BSRMSVTC,MBSBZBXA,4174199.500951053
BSRMSVTC,NZKBIBNU,345717.6430159537
BSRMSVTC,OGAFEHLU,118365.06128434464
BSRMSVTC,OKMBFVKS,1719107.5010989327
BSRMSVTC,OXKURKXR,187502.09722801205
BSRMSVTC,QJQJSWFU,128269.40611514077
BSRMSVTC,QKXNTIIB,1486383.5320175565
BSRMSVTC,RJGPVEXX,689619.7791464315
BSRMSVTC,ROACSLMG,2229215.699162579
BSRMSVTC,SAHWCZNH,2331425.1109015965
BSRMSVTC,STZDBITS,21994315.98192475
BSRMSVTC,UGEQLMXM,319855.81005085167
BSRMSVTC,UIFPPCLR,160859.07213979028
BSRMSVTC,VMAQSTJE,0.0
BSRMSVTC,VWMBASNE,180632.47879807279
BSRMSVTC,WPQXWHYO,15636758.686137153
BSRMSVTC,XIFHSOWQ,122388.43543431815
BSRMSVTC,XUOIQPFL,2771456.9880448673
BSRMSVTC,ZGJXVMNI,2777774.785856473
BSRMSVTC,ZKENOUDA,449345.7324387012
BTMOEMEP,APQGTRMF,52849.704505635425
BTMOEMEP,ATLDMDBO,42062502.365950294
BTMOEMEP,AXULOHBQ,57156.734382621944
BTMOEMEP,BEZYMBBT,3702661.0911923237
BTMOEMEP,BLANHGYY,77985.68160995934
BTMOEMEP,BSRMSVTC,198291.8378421273
BTMOEMEP,BUZIIBYG,15990541.196976146
BTMOEMEP,DBWLZWNK,143675.90188639704
BTMOEMEP,DEWLVASR,441434.68298664223
BTMOEMEP,DNMPSKTB,5265720.105077716
BTMOEMEP,EVBVXETX,5138363.608304922
BTMOEMEP,FDXPMYGF,22461.814155875705
BTMOEMEP,FRHNWLNI,886693.1236659866
BTMOEMEP,GYHKIVQT,24951948.283112634
BTMOEMEP,HXYSSRXE,4957669.377850167
BTMOEMEP,IGDVVKUD,9950.776088826358
BTMOEMEP,JBVHSUWY,349798.47979708295
BTMOEMEP,JERHKLYW,98065.75366406422
BTMOEMEP,JPBRUTWP,5159141.900306314
BTMOEMEP,KJNSOAHR,19365873.151778996
BTMOEMEP,LPHPPJUG,1227069.9473868445
BTMOEMEP,LRVGFDFM,3114287.8103207545
BTMOEMEP,LUENUFGA,3700237.508680938
BTMOEMEP,OGAFEHLU,43839.90764606092
BTMOEMEP,OKMBFVKS,1674348.9483568808
BTMOEMEP,OXKURKXR,117200.38444886729
BTMOEMEP,QRKRBYJL,1858545.9412888135
BTMOEMEP,QVLMOEYE,1146945.0093563432
BTMOEMEP,RAWUKQMJ,3446269.5294778165
BTMOEMEP,RCBZUSIM,0.0
BTMOEMEP,RJGPVEXX,668918.9291164377
BTMOEMEP,ROACSLMG,2316062.7117913784
BTMOEMEP,SAHWCZNH,2358325.1221622676
BTMOEMEP,SDWAYPIK,5801520.799802156
BTMOEMEP,SUOYXCHP,0.0
BTMOEMEP,UGEQLMXM,223694.0203379942
BTMOEMEP,UIFPPCLR,101979.04312223289
BTMOEMEP,UXSPKBJR,418251.4114020737
BTMOEMEP,VBYCLTYZ,389386.76086858194
BTMOEMEP,WBLJNPZQ,168169.5846067611
BTMOEMEP,WQMVCOEM,0.0
BTMOEMEP,XUOIQPFL,2707123.596662044
BTMOEMEP,ZGJXVMNI,2702570.215231448
BTMOEMEP,ZKENOUDA,396663.97550511453
BUZIIBYG,AXULOHBQ,45228.97106963862
BUZIIBYG,BJALXPFS,168153.73512001894
BUZIIBYG,BTMOEMEP,14887816.101406291
BUZIIBYG,EVBVXETX,5100071.32937062
BUZIIBYG,FDXPMYGF,8794.147575741634
BUZIIBYG,FRHNWLNI,878004.676315587
BUZIIBYG,FWUCPMMW,44955.4426367674
BUZIIBYG,IGDVVKUD,25730.427811188623
BUZIIBYG,JSLXRQOK,21402.375372150913
BUZIIBYG,KAGJCHMR,78986.73578869365
BUZIIBYG,KEUWZRKO,348114.49866999965
BUZIIBYG,LUENUFGA,3634521.781909493
BUZIIBYG,OKMBFVKS,1688164.7425023727
BUZIIBYG,RCBZUSIM,22979.214330706745
BUZIIBYG,RJGPVEXX,665613.6635941011
BUZIIBYG,SAHWCZNH,2314535.785089292
BUZIIBYG,SNHYOVBM,302102.6977539053
BUZIIBYG,UXSPKBJR,484113.6661074273
BUZIIBYG,WHPUAOID,40317.961839471944
BUZIIBYG,WPQXWHYO,16347564.956500333
BUZIIBYG,WQMVCOEM,19669.836366878822
BUZIIBYG,XMKRPGLB,879385.8859058605
BUZIIBYG,ZXERAXWP,30616.085549904965
CCLHWFWF,AHMDUILJ,219134.56747972127
CCLHWFWF,BUZIIBYG,16288769.355978202
CCLHWFWF,DBWLZWNK,144146.74707468506
CCLHWFWF,DEWLVASR,481425.1247082362
CCLHWFWF,DUCMGGNW,984100.8226379962
CCLHWFWF,FCYBOAXC,111338410.4039024
CCLHWFWF,FITUEHWN,48906.96698399447
CCLHWFWF,FQCLOEXA,2656325.5742105343
CCLHWFWF,FWUCPMMW,51715.65691916831
CCLHWFWF,HCDTGMST,259955.87129969522
CCLHWFWF,JBVHSUWY,423314.8108055154
CCLHWFWF,JPBRUTWP,5204471.3411220955
CCLHWFWF,JSLXRQOK,48875.95020639617
CCLHWFWF,KEUWZRKO,385629.18047870416
CCLHWFWF,LRVGFDFM,3054445.866348956
CCLHWFWF,LSOIUSXD,230904.56120544206
CCLHWFWF,LTOYKIML,543922.3045566124
CCLHWFWF,NZKBIBNU,297178.46945551876
CCLHWFWF,OGAFEHLU,76212.43114879262
CCLHWFWF,QKXNTIIB,1413645.2219506116
CCLHWFWF,QVLMOEYE,1200278.662276295
CCLHWFWF,SDWAYPIK,5967723.810569201
CCLHWFWF,STZDBITS,21859310.55097033
CCLHWFWF,SUOYXCHP,79537.65673169028
CCLHWFWF,UGEQLMXM,254789.36657572072
CCLHWFWF,VBYCLTYZ,463522.5933428481
CCLHWFWF,VUAFAIYJ,865176.9327734294
CCLHWFWF,VWMBASNE,150205.9005025942
CCLHWFWF,WBLJNPZQ,261154.49291768577
CCLHWFWF,WHPUAOID,64180.89337867312
CCLHWFWF,XIPPENFQ,192934.50993067026
CCLHWFWF,XUOIQPFL,2755451.693598776
CCLHWFWF,ZCELVYQU,163279.57967351656
DBWLZWNK,AHMDUILJ,110722.5440948559
DBWLZWNK,APQGTRMF,49429.63388221711
DBWLZWNK,ATLDMDBO,38081757.29476017
DBWLZWNK,AXULOHBQ,75932.55450166576
DBWLZWNK,BEZYMBBT,3750607.550373448
DBWLZWNK,BJALXPFS,120967.45871833432
DBWLZWNK,BLANHGYY,38371.551738508046
DBWLZWNK,BTMOEMEP,14920187.1613282
DBWLZWNK,DEWLVASR,428202.5891812248
DBWLZWNK,DNMPSKTB,5440768.6599759655
DBWLZWNK,DUCMGGNW,856756.9994018828
DBWLZWNK,ELQGMQWE,573773.1248828606
DBWLZWNK,EVBVXETX,5196641.629281826
DBWLZWNK,FQCLOEXA,2541355.0980131095
DBWLZWNK,FRHNWLNI,919916.6025571101
DBWLZWNK,FWUCPMMW,107572.18117366359
DBWLZWNK,GYHKIVQT,26842289.836961962
DBWLZWNK,HXYSSRXE,4967673.0453594355
DBWLZWNK,IGDVVKUD,35196.0083000958
DBWLZWNK,JBVHSUWY,357766.3275517374
DBWLZWNK,JPBRUTWP,5220096.485491129
DBWLZWNK,JSLXRQOK,13255.04218407441
DBWLZWNK,KJNSOAHR,20170987.59807863
DBWLZWNK,LPHPPJUG,1280661.8166469145
DBWLZWNK,LRVGFDFM,3149424.3397852955
DBWLZWNK,LSOIUSXD,179831.40465754736
DBWLZWNK,NZKBIBNU,340754.4654892115
DBWLZWNK,OKMBFVKS,1783910.564422343
DBWLZWNK,OXKURKXR,89074.22715173475
DBWLZWNK,QRKRBYJL,2065466.1151493816
DBWLZWNK,QVLMOEYE,1170301.3338521458
DBWLZWNK,RAWUKQMJ,3493689.7431949675
DBWLZWNK,RCBZUSIM,62410.41087889578
DBWLZWNK,ROACSLMG,2386241.846404822
DBWLZWNK,SDWAYPIK,5896003.721756126
DBWLZWNK,UIFPPCLR,101164.0919610234
DBWLZWNK,UQYUIVVR,3144041.9180573383
DBWLZWNK,UXSPKBJR,473021.27761521563
DBWLZWNK,VBYCLTYZ,485152.1411637459
DBWLZWNK,VWMBASNE,152229.64030704647
DBWLZWNK,WHPUAOID,62214.166537921876
DBWLZWNK,WQMVCOEM,60069.56437802408
DBWLZWNK,XMKRPGLB,958348.1335201687
DBWLZWNK,XUOIQPFL,2809536.8902860265
DBWLZWNK,YSYHGLQK,57686.631786536425
DBWLZWNK,ZGJXVMNI,2725760.9485521456
DBWLZWNK,ZXERAXWP,62053.4103569109
DDEXPPXU,AHMDUILJ,172920.66777146794
DDEXPPXU,APQGTRMF,0.0
DDEXPPXU,BJALXPFS,175327.32447378244
DDEXPPXU,BUZIIBYG,16597646.707461989
DDEXPPXU,DEWLVASR,373482.6178436177
DDEXPPXU,EVBVXETX,5229857.149855742
DDEXPPXU,FRHNWLNI,913707.5834787833
DDEXPPXU,FTSVTTSR,169252.72129742336
DDEXPPXU,GKQIJYDH,5543967.875037797
DDEXPPXU,JERHKLYW,0.0
DDEXPPXU,JSLXRQOK,37954.82834327128
DDEXPPXU,KJNSOAHR,20798681.292901143
DDEXPPXU,NZKBIBNU,332508.8441012176
DDEXPPXU,OJIFIHMZ,3239242.516121517
DDEXPPXU,QJQJSWFU,126280.93392276019
DDEXPPXU,RCBZUSIM,87655.33596562129
DDEXPPXU,ZCELVYQU,250063.4928010339
DDEXPPXU,ZKENOUDA,361751.80840477627
DEWLVASR,AANGBULD,514589.4724292066
DEWLVASR,APQGTRMF,80840.85577028804
DEWLVASR,ATLDMDBO,37365749.35721174
DEWLVASR,BEZYMBBT,3677206.1320584295
DEWLVASR,BTMOEMEP,15587952.485099526
DEWLVASR,DBWLZWNK,225164.5064909896
DEWLVASR,DNMPSKTB,5249722.693570649
DEWLVASR,DUCMGGNW,894092.3997893627
DEWLVASR,ELQGMQWE,581067.4703899776
DEWLVASR,EVBVXETX,5135940.042064841
DEWLVASR,FCYBOAXC,110994720.68510845
DEWLVASR,FITUEHWN,132129.03275011294
DEWLVASR,FQCLOEXA,2594657.1862075925
DEWLVASR,FTSVTTSR,189637.4071906358
DEWLVASR,GKQIJYDH,5446558.378016846
DEWLVASR,GYHKIVQT,26891710.314547725
DEWLVASR,HXYSSRXE,5091646.349574825
DEWLVASR,JBVHSUWY,407716.6717841169
DEWLVASR,JPBRUTWP,5195522.806891709
DEWLVASR,KJNSOAHR,19831121.642998505
DEWLVASR,LLHREMKS,62279.63752061222
